Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
LB412914,400029334879,32842686,7002868173,K071701,6360,,TZ91329,Three,A3-G,135,MALIR,Non AMR,24.90554405,67.20554173,5913,KAUSAR TOWN PMT 02,,,597,KAUSAR TOWN PMT 02,0
LA758541,400002083769,30527256,7000214656,K071701,6365,2852484148407,TY58948,Three,A3-G,135,MALIR,Non AMR,24.90017541,67.19582912,511814,MALIR COLONY 'C' PMT 03 (DENTIST),,,595,STUDENT BACKERY,0
LB412970,400029334798,32842678,7002868165,K071701,6365,,TZ87887,Three,A3-G,135,MALIR,Non AMR,24.90067354,67.19838593,511820,AYAZ PMT(MALIR COLONY C),,,595,STUDENT BACKERY,0
LB442243,400031824026,33069680,7003101084,K071701,6365,,TY50726,Three,A3-G,135,MALIR,Non AMR,24.89702054,67.19518639,5157,MALIR COLONY 'C' S/S,,,595,STUDENT BACKERY,0
DP001156,400002178816,30533502,7000201960,K070201,6665,2952287580981,Hook,Inactive,A1-R,149,ORANGI-II,Inactive,0,0,,Null,,,Null,Null,0
DP001347,400002190387,30528419,7000219149,K070201,6665,2952287460293,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002777,400026978341,32617296,7002637566,K070201,6960,2952287542559,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP001287,400002184816,30531610,7000200245,K070201,5202,2952287511920,Hook,Inactive,A1-R,149,ORANGI-II,Inactive,0,0,,Null,,,Null,Null,0
DP001355,400002033907,30516146,7000206241,K070201,5831,2952187460350,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002847,400027359343,32655051,7002675475,K070201,6965,2952287460242,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP001319,400002090269,30525773,7000215408,K070201,6665,2952287550284,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,173125,P-42/15 ASLAM THALA PMT,,,132,P-51 YAR MUHAMMAD D/PMT RHS,0
DP001277,400002083106,30523379,7000213122,K070201,6665,2952287511823,Hook,Inactive,A1-R,149,ORANGI-II,Inactive,0,0,,Null,,,Null,Null,0
DP001278,400002083246,30523396,7000213139,K070201,6665,2952287511831,Hook,Inactive,A1-R,149,ORANGI-II,Inactive,0,0,,Null,,,Null,Null,0
DP002590,400025187251,32440467,7002458937,K070201,6665,2952287540025,Hook,Inactive,A1-R,149,ORANGI-II,Inactive,0,0,,Null,,,Null,Null,0
DP001351,400002192053,30528781,7000219245,K070201,6665,2952287460331,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,510903,P-4/2 TAHIRI MASJID,,,3158,P-19 HAQANI CHOWK PMT,0
DP002360,400024288135,32347195,-,K070201,6660,2952287560239,Moveout,Moveout,A1-R,149,ORANGI-II,Moveout,0,0,,Null,,,Null,Null,0
LB199736,400024729999,32395986,7002413921,K070201,6665,2952287580035,SAI06498,Single,A3-G,149,ORANGI-II,Non AMR,24.94878022,67.0006974,,Null,,,Null,Null,0
DP002762,400026894695,32609018,7002629087,K070201,5810,2952187460296,Hook Connection,Hook,A1-R,129,SITE,Hook,0,0,11255,MUSLIMABAD S/S,,,358,NAWAB ISMAIL RMU PMT,0
LB384639,400030535128,32953191,7002982144,K070201,,,SFE42417,Single,A3-G,150,ORANGI-I,Non AMR,24.942,67.0253,526918,P-13 MEHBOOB PMT-2,,,861,P-7/1 GOVT. SCHOOL,0
LB384638,400030638121,32961042,7002990694,K070201,6960,,SFF84897,Single,A3-G,150,ORANGI-I,Non AMR,24.94210685,67.02314682,3662,P-11 YAMIN ASHRAFI PMT,,,861,P-7/1 GOVT. SCHOOL,0
LB385430,400028168339,32734999,7002755700,K070201,6660,2952287560328,TY33167,Three,A3-G,149,ORANGI-II,Non AMR,24.94570562,67.02386364,509137,P-31/11 KAUSER IQBAL PMT,,,150,P-19A KWSB FAIZ AAM PMT,0
LB199658,400024197172,32341563,7002359451,K070201,6660,2952287511661,SFH50443,Single,A3-G,149,ORANGI-II,Non AMR,24.94920215,66.97793819,522894,P-67/14 ISLAM BAGH PMT-2,,,2085,P-67/14 ISLAM BAGH PMT-2,0
LB199652,400024219591,32341716,7002359659,K070201,6665,2952287510061,SAP98658,Single,A3-G,149,ORANGI-II,Non AMR,24.95165319,67.00656541,,Null,,,Null,Null,0
LB199656,400024197164,32341788,7002359721,K070201,6665,2952287511688,SFF42443,Single,A3-G,149,ORANGI-II,Non AMR,24.95167629,67.00640615,352,P-3 GHOSIA MASJD LHS SEC13H,,,1315,P-3 GHOSIA MASJD LHS SEC13H,0
LA729994,400002073291,30527147,7000215531,K070201,5825,2952187550813,SET74358,Single,A3-G,150,ORANGI-I,Non AMR,24.92773897,66.97955757,5371,P-41 MASJD GULZARMUHAMMADI2,,,147,P-38 SHARIF KHAN PMT,0
LB442299,400031170069,33009285,7003038882,K070201,6665,,SFS03715,Single,A3-G,150,ORANGI-I,Non AMR,24.93032543,66.98464204,173125,P-42/15 ASLAM THALA PMT,,,132,P-51 YAR MUHAMMAD D/PMT RHS,0
LA387848,400002079737,30517017,7000206176,K070201,5831,2952187587814,SFA48499,Single,A3-G,149,ORANGI-II,Non AMR,24.9426422,67.00376619,524435,P-16/4/4 MODERN GRAMMAR SCHOOL PMT,,,3431,LRBT SEC-12L PMT,0
LA815830,400002111835,30519902,7000208389,K070201,6660,2952287564827,CTO-60643,CTO,A3-G,150,ORANGI-I,AMR,24.94145111,66.99797027,3942,"P-1, MANZOOR MALIK PMT-RHS",,,1313,"P-1, MANZOOR MALIK PMT-LHS",0
LB442142,400031100184,33003333,7003031374,K070201,5810,,SFC78778,Single,A3-G,129,SITE,Non AMR,24.92750699,67.0061956,,Null,,,Null,Null,0
LB442151,400031127252,33006594,7003036218,K070201,6665,,SFL42109,Single,A3-G,149,ORANGI-II,Non AMR,24.9361722,66.99676629,522894,P-67/14 ISLAM BAGH PMT-2,,,2085,P-67/14 ISLAM BAGH PMT-2,0
LA736154,400002034113,30516179,7000206276,K070201,5810,2952187460377,SEL49240,Single,A3-G,150,ORANGI-I,Non AMR,24.93607248,67.00733855,9878,P-4 ASLAM POULTRY PMT-II,,,666,P-18 MOMIN PMT,0
LA755997,400002259921,30519130,7000207359,K070201,6960,2952487460050,TZ11390,Three,A3-G,150,ORANGI-I,Non AMR,24.93251933,67.00361598,3634,P-27/17FAIZANMADINAMARIGOTH,,,4116,P-10/7 HAJI MAHMOOD GOTH-2,0
LB199824,400025381961,32462494,7002481311,K070201,6665,2952287460234,TJ83727,Three,A3-G,150,ORANGI-I,Non AMR,24.93255429,67.0036646,503083,"P-13, LAL DERVAISH (RHS)",,,1313,"P-1, MANZOOR MALIK PMT-LHS",0
LA729993,400002073097,30527127,7000215517,K070201,5825,2952187478257,SFC89521,Single,A3-G,150,ORANGI-I,Non AMR,24.91947362,66.99068103,10607,ZIA COLONY PMT,,,3532,"P-9, HAZARI MUHALLAH -LHS",0
SL000195,400045629064,34315422,7004365848,K070201,,,Non Metered-SL,Non Metered-SL,G2-A01,129,SITE,SL,0,0,,Null,,,Null,Null,0
LB384642,400030638083,32961040,7002990692,K070201,6965,,TU01997,Three,A3-G,150,ORANGI-I,Non AMR,24.92939629,67.00073931,509405,P-8/1 RUSTAM KHAN PMT,,,3158,P-19 HAQANI CHOWK PMT,0
LB199637,400024168180,32336857,7002354623,K070201,5811,2952187460172,SEU74495,Single,A3-G,150,ORANGI-I,Non AMR,24.92442609,67.00687118,533753,MALAKAND MUHALLA PMT,,,4119,P-11 KWSB GHOUSIA MUHALLAH PMT,0
LB199823,400025381977,32462498,7002481317,K070201,6665,2952287460218,SEE71976,Single,A3-G,150,ORANGI-I,Non AMR,24.92898736,67.0035791,509405,P-8/1 RUSTAM KHAN PMT,,,3158,P-19 HAQANI CHOWK PMT,0
DP002140,400013985861,31357862,7001365529,K072301,5810,2952187791993,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP001350,400002190875,30528766,7000219228,K072301,6665,2952287460323,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,6799,P-3/1/1 PTCL PMT,,,802,"P-12, KHATAK CHOWK",0
DP001349,400002190767,30528750,7000219217,K072301,6665,2952287460315,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP000925,400001990002,30527588,7000216130,K072301,6965,2952287460110,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002829,400027359300,32655239,7002675663,K072301,6965,2952287790102,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP002831,400027359327,32655231,7002675649,K072301,6965,2952287790129,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP000923,400001989543,30527559,7000216100,K072301,6965,2952287780597,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP002833,400027359262,32655193,7002675616,K072301,6965,2952287790145,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP002832,400027359246,32655203,7002675627,K072301,6965,2952287790137,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP002875,400027793078,32696970,7002717988,K072301,6960,2952287860062,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP002578,400025043071,32426587,7002444564,K072301,5201,2952287790099,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP001394,400002085044,30525248,7000215218,K072301,5106,2952287860038,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
DP001145,400002004117,30514900,7000205617,K072301,6965,2952287780123,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002775,400026978228,32617279,7002637550,K072301,6960,2952287860054,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
LB406127,400028807013,32794132,7002816133,K072301,860/040,,TU-59756,Three,A3-G,129,SITE,AMR,24.89907575,67.01414131,4081,MULTI PACK S/S LOCAL,,,810,DADA ENTERPRISE S/S LOCAL,0
,400046615652,,-,K072301,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400045944067,,-,K072301,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400046392424,,-,K072301,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA754646,400002249691,30523428,7000211570,K072301,6960,2952487792029,TY-24945,Three,A3-G,129,SITE,AMR,24.90123493,67.01353982,500741,OLD GOLIMAR-2 SS PMT-1(RHS),,,244,OLD GOLIMAR-2 SS PMT-1(RHS),0
DP001346,400002190263,30528408,-,K072301,6665,2952487460285,Moveout,Moveout,A1-R,150,ORANGI-I,Moveout,0,0,,Null,,,Null,Null,0
DP001941,400005574143,30540577,-,K072301,5865,2952287990098,Moveout,Moveout,A1-R,143,BALDIA,Moveout,0,0,,Null,,,Null,Null,0
LB375163,400030866132,32982813,7003012126,K072301,6965,,TZ-71590,Three,A3-G,129,SITE,AMR,24.88666764,67.02319209,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LB375159,400030714472,32969029,7002998028,K072301,6965,,TZ-71591,Three,A3-G,129,SITE,AMR,24.88911049,67.02563893,,Null,,,Null,Null,0
DP002037,400005622520,30545684,7000549452,K072301,863,2552487850036,Hook Connection,Hook,A1-R,129,SITE,Hook,0,0,,Null,,,Null,Null,0
LB197515,400025572066,32479393,7002498595,K072301,6965,2952287780095,TZ66806,Three,A3-G,129,SITE,Non AMR,24.89325642,67.02019572,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LA729967,400002093594,30532308,7000200496,K072301,5811,2952187861029,SFL79013,Single,A3-G,129,SITE,Non AMR,24.89994429,67.02096485,505360,KHAN DOKANDAR 2,,,774,"SUBHAN HOTEL, P-36 PMT",0
LB442269,400031309636,33022484,7003051211,K072301,5106,,TY98126,Three,A3-G,129,SITE,Non AMR,24.89975422,67.01968443,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LA729957,400002259654,30518709,7000206630,K072301,6960,2952487612700,TAA36848,Three,A3-G,129,SITE,Non AMR,24.89435249,67.0171323,500754,ASFIA MASJID D/PMT  (RHS),,,3401,ZAHOOR GENERAL STORE (LHS),0
AL120429,400002200978,30530519,7000219216,K072301,6960,2952487781051,TZ91296,Three,A3-G,129,SITE,Non AMR,24.89396686,67.01918051,504084,SHAIKH FAIZAN S/S LOCAL,,,3404,SHAIKH FAIZAN S/S LOCAL,0
AL609113,400001991300,30516939,7000206321,K072301,5237,2952487780160,SFL42111,Single,A3-G,129,SITE,Non AMR,24.89376522,67.01891396,,Null,,,Null,Null,0
LB375157,400030714421,32969025,7002998024,K072301,6960,,SFF32633,Single,A3-G,129,SITE,Non AMR,24.90076904,67.0194846,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
AL253691,400002202075,30530842,7000219269,K072301,6960,2952487781094,TU60197,Three,A3-G,129,SITE,Non AMR,24.89395317,67.01919258,504084,SHAIKH FAIZAN S/S LOCAL,,,3404,SHAIKH FAIZAN S/S LOCAL,0
AL183176,400002202393,30530877,7000219899,K072301,5811,2952187785144,SEU70200,Single,A3-G,129,SITE,Non AMR,24.89662093,67.01869234,504084,SHAIKH FAIZAN S/S LOCAL,,,3404,SHAIKH FAIZAN S/S LOCAL,0
LA729968,400002093918,30532320,7000200512,K072301,5811,2952187780266,SFH50455,Single,A3-G,129,SITE,Non AMR,24.89887169,67.01465696,505360,KHAN DOKANDAR 2,,,774,"SUBHAN HOTEL, P-36 PMT",0
LB190086,400026709545,32590998,7002610880,K072301,5811,2952187790067,TZ22233,Three,A3-G,129,SITE,Non AMR,24.90100198,67.01349288,505360,KHAN DOKANDAR 2,,,774,"SUBHAN HOTEL, P-36 PMT",0
LA729961,400002031025,30519897,7000209093,K072301,5811,2952187780258,TY05964,Three,A3-G,129,SITE,Non AMR,24.89872359,67.01557629,170641,ZAKIA CLINIC PMT (BUTT SB.)-2,,,3401,ZAHOOR GENERAL STORE (LHS),0
AL165786,400002249810,30523490,7000211634,K072301,5811,2952187796588,SCS79667,Single,A3-G,129,SITE,Non AMR,24.89982842,67.01547369,500741,OLD GOLIMAR-2 SS PMT-1(RHS),,,244,OLD GOLIMAR-2 SS PMT-1(RHS),0
AL165785,400002093427,30532301,7000200477,K072301,5811,2952187796634,SFL42104,Single,A3-G,129,SITE,Non AMR,24.90195384,67.01487187,505360,KHAN DOKANDAR 2,,,774,"SUBHAN HOTEL, P-36 PMT",0
AM316277,400040527433,33822214,7003867041,K072301,,,WT08628,Three,A3-G,129,SITE,Non AMR,24.899065,67.014328,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LA729964,400002093225,30532292,7000200456,K072301,5811,2952187791012,79143,Single,A3-G,129,SITE,Non AMR,24.8855709,67.01881003,4081,MULTI PACK S/S LOCAL,,,810,DADA ENTERPRISE S/S LOCAL,0
LA796835,400002249918,30523528,7000211665,K072301,6960,2952287820028,CTO33898,CTO,A3-G,129,SITE,Non AMR,24.91525621,67.01648321,4081,MULTI PACK S/S LOCAL,,,810,DADA ENTERPRISE S/S LOCAL,0
AL823382,400002227647,30530176,7000218689,K072301,5811,2952187927143,SFA42937,Single,A3-G,129,SITE,Non AMR,24.88704569,66.98859494,6821,SHRSHAH B-D PMT1TANGA STAND,,,803,H. NIZAMUDDIN S/S LOCAL,0
LA733646,400002227523,30530114,7000218347,K072301,5811,2952187910089,SEP67257,Single,A3-G,129,SITE,Non AMR,24.88196398,66.98511243,3535,GRAMOPHONE PMT,,,604,GRAMOPHONE PMT,0
LA733647,400002227493,30530096,7000218334,K072301,5811,2952187910054,SEP67254,Single,A3-G,129,SITE,Non AMR,24.88197462,66.98510304,504595,APPOLO ICE PMT,,,2184,APPOLO ICE PMT,0
LB197516,400025572074,32479394,7002498596,K072301,5865,2952287990063,TY38133,Three,A3-G,129,SITE,Non AMR,24.87544091,66.97035592,526632,EXECUTIVE ENGINEER EM &W PMT,,,601,P-31 SHAMS PIR DEG. COLLEGE,0
LA733649,400002227736,30530210,7000218712,K072301,5811,2952187930071,SAL71056,Single,A3-G,129,SITE,Non AMR,24.88577072,66.98821273,4081,MULTI PACK S/S LOCAL,,,810,DADA ENTERPRISE S/S LOCAL,0
LB365325,400028154451,32733409,7002754211,K072301,6960,2952287790153,TZ53093,Three,A3-G,129,SITE,Non AMR,24.88456052,66.99806113,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LB375158,400030714480,32969030,7002998029,K072301,6965,,TAA33148,Three,A3-G,129,SITE,Non AMR,24.8926658,67.02205282,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LA729963,400002227337,30530038,7000218277,K072301,5811,2952187861010,SFS47515,Single,A3-G,129,SITE,Non AMR,24.88787812,67.02292118,500751,P-34/1 IBRAHIM ALI BHAI SCHOOL PMT,,,812,P-25 SHAIKH SONS DPMT RHS,0
LB375160,400030874550,32985391,7003014702,K072301,6965,,TU54700,Three,A3-G,129,SITE,Non AMR,24.89090732,67.02371512,2089,BANDAY ALI SCHOOL PMT-1,,,244,OLD GOLIMAR-2 SS PMT-1(RHS),0
AL156645,400002198698,30530446,7000219168,K072301,5811,2952187780568,SES11343,Single,A3-G,129,SITE,Non AMR,24.88549303,67.01597862,500679,REXER LANE,,,245,REXER LANE,0
AL154450,400002249721,30523443,7000211585,K072301,5811,2952187793007,SEL67058,Single,A3-G,129,SITE,Non AMR,24.88221612,67.01750915,170641,ZAKIA CLINIC PMT (BUTT SB.)-2,,,3401,ZAHOOR GENERAL STORE (LHS),0
SL000216,400045629757,34315427,7004365851,K072301,,,Non Metered-SL,Non Metered-SL,G2-A01,129,SITE,SL,0,0,,Null,,,Null,Null,0
LB200917,400024365989,32360645,7002378611,K072301,6965,2952287780131,TI12217,Three,A3-G,129,SITE,Non AMR,24.88599183,66.99143842,171533,RIZVIA SOCIETY SS,,,563,MIR ANIS (IRTIZA),0
LB375161,400030874542,32985390,7003014701,K072301,6960,,TZ66293,Three,A3-G,129,SITE,Non AMR,24.88215438,67.01751418,10564,DC OFFICE KEMARI PMT,,,834,DC OFFICE KEMARI PMT,0
LA729969,400002249640,30523395,7000211540,K072301,5811,2952187791039,TY93657,Three,A3-G,129,SITE,Non AMR,24.88716126,67.02011961,11973,KH. MEDICAL PMT,,,3401,ZAHOOR GENERAL STORE (LHS),0
LA729965,400002249624,30523378,7000211526,K072301,5811,2952187791020,SFF42444,Single,A3-G,129,SITE,Non AMR,24.8800852,67.01018941,500755,ASFIA MASJID D/PMT (LHS),,,3401,ZAHOOR GENERAL STORE (LHS),0
AL197476,400002249756,30523452,7000211599,K072301,5811,2952187793217,SEI60954,Single,A3-G,129,SITE,Non AMR,24.88573726,67.01871715,4081,MULTI PACK S/S LOCAL,,,810,DADA ENTERPRISE S/S LOCAL,0
AL226324,400002249780,30523473,7000211615,K072301,6960,2952487793367,TZ45978,Three,A3-G,129,SITE,Non AMR,24.8872449,67.01950472,170641,ZAKIA CLINIC PMT (BUTT SB.)-2,,,3401,ZAHOOR GENERAL STORE (LHS),0
AL228604,400002031564,30519944,7000209140,K072301,5811,2952187780398,SFC94998,Single,A3-G,129,SITE,Non AMR,24.8852996,67.01720908,2082,REXER LANE S/S,,,245,REXER LANE,0
LA729662,400002095694,30524007,7000212922,K072301,5811,2952187460156,TY75051,Three,A3-G,150,ORANGI-I,Non AMR,24.92806399,67.01176688,11955,"P-13,PRIME CNG TOTAL P.PUMP",,,793,"P-72/8, KWSB PATHAN COLONY",0
LB199825,400025381953,32462503,7002481322,K072301,6665,2952287460226,SFO45914,Single,A3-G,150,ORANGI-I,Non AMR,24.92039979,66.99883461,511774,P-1/3/4 AKMAL SHAH PMT,,,802,"P-12, KHATAK CHOWK",0
LB199828,400025381996,32462502,7002481321,K072301,6965,2952287460196,TZ66868,Three,A3-G,150,ORANGI-I,Non AMR,24.92124569,67.00009793,510285,P-1/1 METROVILLE PMT-LHS,,,802,"P-12, KHATAK CHOWK",0
LB199842,400025485635,32470337,7002489282,K072301,6665,2952287460358,SCU66130,Single,A3-G,150,ORANGI-I,Non AMR,24.92380218,66.99876823,12011,"P-11, AL-EJAZ BAKERY PMT-1",,,776,P-7/2 POST OFFICE PMT,0
LB199827,400025388001,32461236,7002480094,K072301,6960,2952487460207,SFS03708,Single,A3-G,150,ORANGI-I,Non AMR,24.92933914,66.99986894,509405,P-8/1 RUSTAM KHAN PMT,,,3158,P-19 HAQANI CHOWK PMT,0
LA755996,400002154925,30522185,7000210676,K072301,5207,2952487470021,SCY34827,Single,A3-G,150,ORANGI-I,Non AMR,24.92307063,67.00342219,510319,P-12/5 MUJAHID MASJID PMT,,,4119,P-11 KWSB GHOUSIA MUHALLAH PMT,0
DP001976,400005574607,30540601,7000544084,K071301,6165,2952385230312,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002910,400027732826,32690481,7002711206,K071301,6165,2952385237241,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002909,400027732923,32690488,7002711212,K071301,6165,2952385237250,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000871,400001992994,30524786,7000214694,K071301,6165,2952385220195,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000868,400001992455,30524738,7000214642,K071301,6165,2952385220257,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002007,400005581220,30543126,7000546893,K071301,6165,2952385220317,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000493,400002222467,30528723,7000217591,K071301,6565,2952385158791,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000859,400001985777,30521068,7000209329,K071301,6165,2952385140124,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000838,400002256639,30517542,7000205707,K071301,6165,2952385110160,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP000857,400001985440,30521043,7000209296,K071301,6165,2952385140086,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
LA748324,400002242875,30532910,7000221111,K071301,6165,2952385130657,TU-59776,Three,A3-G,136,NAZIMABAD,AMR,24.91106875,67.02934172,525007,EID GAH MAIDAN,,,795,NOOR-E-EMAAN PMT-II,0
SL000206,400045629269,,-,K071301,,,Inactive,Inactive,,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002013,400005594187,30544025,-,K071301,6165,2952385150197,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000837,400002256604,30517527,-,K071301,6165,2952385110144,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP001150,400002182171,30533904,-,K071301,6165,2952385110020,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000843,400002256442,30517453,-,K071301,6165,2952385120107,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000836,400002256574,30517510,-,K071301,6165,2952385110136,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000839,400002256655,30517557,-,K071301,6165,2952385120050,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000840,400002029802,30530344,-,K071301,6165,2952385120077,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000556,400002238002,30530891,-,K071301,6165,2952385111736,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000850,400001984223,30520938,-,K071301,6165,2952385120190,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP002132,400013968584,31356045,-,K071301,6165,2952385110152,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000851,400001984479,30520951,-,K071301,6165,2952385120204,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000846,400002256671,30517572,-,K071301,6165,2952385120131,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000841,400002031041,30530357,-,K071301,6165,2952385120085,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000852,400001984606,30520968,-,K071301,6165,2952385130633,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000879,400002055994,30530116,-,K071301,6165,2952385230158,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP002575,400025023957,32424510,-,K071301,6565,2952385210068,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000873,400001993362,30524820,-,K071301,6165,2952385220225,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000869,400001992668,30524754,-,K071301,6165,2952385220268,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000878,400002055374,30530097,-,K071301,6165,2952385230115,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000867,400001992013,30524721,-,K071301,6165,2952385220241,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000877,400002055226,30530079,-,K071301,6165,2952385230131,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000870,400001992811,30524769,-,K071301,6165,2952385220276,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000766,400002134495,30530871,-,K071301,6565,2952385220020,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP001214,400002152922,30518148,-,K071301,6165,2952385231952,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000854,400001984967,30520994,-,K071301,6165,2952385140922,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000862,400001986358,30521114,-,K071301,6165,2952385150154,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000863,400002039824,30525749,-,K071301,6165,2952385150162,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000865,400002041438,30525764,-,K071301,6165,2952385150189,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
